id,Title,Ingredients,Steps,Loves,URL,Total Porsi,Waktu Memasak,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Total Porsi (Floor),Waktu Memasak (Floor)
1644,Ayam ungkep,1/2 kg ayam (6 potong)--3 bh bawang merah--2 bh bawang putih--2 bh kemiri bulat--1 sdt ketumbar bubuk--1/2 sdt lada bubuk--1/2 sdt kunyit bubuk--1 ruas lengkuas geprek--1 btg sereh geprek(putihnya aja)--2 lbr daun salam--2 lbr daun jeruk--secukupnya Garam dan sasa--,"1) Cuci bersih ayam,haluskan bumbu
2) Masukan ayam dan bumbu2 ke panci,tambah air secukupnya
3) Masak dgn api sedang sampe air menyusut,jgn sampe kering ya
4) Cek rasa lalu matikan api. Diamkan 30 mnt /1 jam spy lbh meresap",4,https://cookpad.com/id/resep/4332370-ayam-ungkep,6,43,ayam,ayam ungkep,12,"ayam potong , bawang merah , bawang putih , kemiri bulat , biji ketumbar , lada , kunyit , lengkuas , serai putihnya , daun salam , daun jeruk , garam sasa",4,6,43
1645,Bola-bola ayam keju,"1/2 kg daging ayam, cincang--2,5 ons tepung terigu--1 box kecil keju, diparut--1 buah wortel, diparut--1 butir telur ayam--5 siung bawang putih, haluskan--Garam secukupny--Minyak goreng--","1) Campur semua bahan. Masukkan ayam, keju, wortel, telur, dan bumbu (bawang putih dan garam) aduk sampai rata baru masukkan tepung sedikit demi sedikit sambil diaduk
2) Adonan yang sudah jadi bentuk bulat-bulat dan goreng dengan api sedang
3) Goreng hingga kecoklatan. Matang tiriskan
4) Siap disajikan dengan saus sambal",2,https://cookpad.com/id/resep/4333142-bola-bola-ayam-keju,7,32,ayam,bola bola ayam keju,8,"daging ayam , cincang , tepung terigu , box keju , diparut , wortel , diparut , telur ayam , bawang putih , haluskan , garam , minyak goreng",4,7,32
1646,Steak Ayam Crispy,2 potong dada ayam--2 sdm air jeruk nipis (aku pakai jeruk lemon)--1 butir telur kocok lepas--8 sdm tepung terigu--3 sdm maizena--secukupnya garam--1/2 sdt lada bubuk--1 siung bawang putih haluskan--Saos Barbeque Home made:--2 buah tomat ukuran sedang--2 siung bawang putih cincang halus--1 sdm saus tiram--1 sdm saus tomat--1/2 sdt merica bubuk--1 gelas air--secukupnya gula--secukupnya garam--Pelengkap:--kentang goreng--buncis rebus--wortel rebus--,"1) Ayam direndam di air jeruk lemon 10 menit. Cuci bersih. Potong lebar dada ayam tipis. Sisihkan.
2) Campur terigu, maizena, garam dan lada bubuk. Masukkan potongan ayam ke tepung. Celupkan ke kocokan telur. Lalu masukkan lagi ke tepung. Goreng di minyak yang sudah dipanaskan dengan api sedang sampai kuning keemasan. Angkat.
3) Saus : tumis bawang putih sampai harum. Masukkan semua bahan. Masak sampai mengental. Blender saus. Saus siap digunakan.
4) Penyajian : ayam dengan pelengkap disiram saus barbeque. Siap dihidangkan.",23,https://cookpad.com/id/resep/4333769-steak-ayam-crispy,6,41,ayam,steak ayam crispy,21,"potong dada ayam , air jeruk nipis jeruk lemon , telur kocok lepas , tepung terigu , maizena , garam , lada , bawang putih haluskan , saos barbeque home made , tomat , bawang putih cincang halus , saus tiram , saus tomat , merica bubuk , air , gula , garam , pelengkap , kentang goreng , buncis rebus , wortel rebus",5,6,41
1647,Sop ayam ceker wortel brokoli,"1/4 ekor ayam, potong2 sesuai selera--8 buah ceker ayam--1 buah wortel uk sedang, potong kotak--1 kuntum brokoli--1 batang daun bawang, potong 1 cm--1 batang seledri, potong 1 cm--1 ruas jari jahe, geprek--1 siung bawang putih uk besar (sy pake 3 krna kecil)--1 sachet bumbu sop selero padang--Secukupnya garam, gula dan penyedap rasa ayam--1 liter Air kurang lebih--","1) Cuci bersih semua bahan, sisihkan.
2) Rebus ayam dan ceker sampai 1/2 matang, buang air rebusannya, tiriskan.
3) Haluskan bumbu : bawang putih + bumbu sop selero padang kecuali kayu manis, bunga lawang dan kapulaga. Sisihkan.
4) Siapkan wajan beri minyak sedikit, tumis bumbu halus hingga harum. Beri air kira2 300 ml tunggu mendidih masukkan jahe geprek dan kayu manis, bunga lawang dan kapulaga serta ayam + ceker yg sdh direbus, biarkan sampai mendidih, angkat, dan sisihkan.
5) Rebus air kurang lebih 700 ml tunggu mendidih baru dimasukkan tumisan bumbu+rempah+ayam, aduk sebentar setelah mendidih lagi masukkan wortel, tunggu wortel matang.
6) Jika wortel sudah matang baru brokoli, daun bawang dan seledri dimasukkan, aduk sebentar lalu bumbui garam, gula dan penyedap rasa ayam sesuai selera biarkan sampai sayuran matang, aduk sesekali, tes rasa jika sudah pas matikan kompor.
7) Angkat dan sajikan, jika suka bisa dikasih bawang goreng diatasnya, klo saya suka yg tanpa bawang goreng, sesuai selera saja.",12,https://cookpad.com/id/resep/4333771-sop-ayam-ceker-wortel-brokoli,2,47,ayam,sop ayam ceker wortel brokoli,11,"ayam , potong , ceker ayam , wortel , potong kotak , kuntum brokoli , batang daun bawang , potong , batang seledri , potong , jahe , geprek , bawang putih pake krna , bumbu sop selero padang , garam , gula penyedap ayam , air",7,2,47
1648,Ayam Kecap Mentega,6 potong ayam--2 siung bawang putih--5 siung bawang merah--1 ruas jahe--3 cabai merah keriting/rawit--garam--lada putih--lada hitam--kecap manis--saos tiram--saos tomat--tepung maizena--2 sdm mentega--,"1) Cuci bersih ayam, lalu iris/parut 1 siung bawang putih dan jahe, campurkan ke ayam yang sudah dicuci tambahkan sedikit garam, lada putih dan kecap. Diamkan 20 menit
2) Iris bawang putih, bawang merah dan cabai untuk bumbu.
3) Setelah 20 menit tambahkan tepung maizena ke ayam tadi aduk rata lalu goreng 1/2 matang hingga warna berubah, angkat dan tiriskan.
4) Panaskan minyak, tumis bumbu yg sudah diiris sampai harum, lalu tambahkan 2 sdm kecap manis, 2 sdm saos tiram, saos tomat, saos sambal dan 2 sdm mentega. Aduk rata.
5) Masukkan ayam yang sudah digoreng tadi aduk rata tambahkan lada hitam, biarkan bumbu meresap lalu koreksi rasa.
6) Apabila cukup biarkan 3 menit lalu ayam kecap mentega siap dihidangkan.
7) Saya gapake lagi penyedap rasa/gula lagi, karna dari mentega sudah cukup rasanya.
8) Selamat mencoba :) silahkan recook dan jangan lupa memasak dengan hati",7,https://cookpad.com/id/resep/4333503-ayam-kecap-mentega,2,49,ayam,ayam kecap mentega,13,"potong ayam , bawang putih , bawang merah , jahe , cabai merah keriting rawit , garam , lada putih , lada hitam , kecap manis , saos tiram , saos tomat , tepung maizena , mentega",8,2,49
1649,Ayam goreng serundeng kelapa,"500 gr ayam, potong selera--1/2 btr kelapa parut setengah tua, tiriskan santannya agar kelapa cukup kering--1 btg serai, geprek--3 cm lengkuas, parut--Bumbu halus:--4 siung bawang putih--4 siung bawang merah--2 btr kemiri--1,5 sdm ketumbar--1 cm kunyit--Gula--Garam--Lada bubuk--","1) Ungkep ayam dengan bumbu halus dengan air cukup banyak. Setelah air menyusut 3/4 nya sisihkan ayam, buang serai, kemudian masukkan kelapa parut
2) Aduk sampai air ungkepan kelapa kering, boleh dites rasa, jika kurang gurih bisa ditambahkan gula dan garam, atau kaldu bubuk.
3) Goreng ayam, tiriskan. Dengan minyak yg cukup banyak, goreng serundeng sambil terus diaduk sampai kering kecoklatan. Tiriskan minyak. Simpan serundeng dalam wadah kedap udara.",7,https://cookpad.com/id/resep/4333541-ayam-goreng-serundeng-kelapa,7,45,ayam,ayam goreng serundeng kelapa,13,"ayam , potong , kelapa parut tua , tiriskan santannya kelapa kering , serai , geprek , lengkuas , parut , bumbu halus , bawang putih , bawang merah , kemiri , ketumbar , kunyit , gula , garam , lada",3,7,45
1650,Fried chicken crispy,1 kg ayam--Bumbu ayam :--3 butir kemiri--3 siung bawang putih--1/2 sdt ketumbar--1 sdt merica--secukupnya Garam--Bumbu tepung :--2 butir telur--1 sdt lada bubuk--1 sdm penyedap (aku pakai Royco ayam)--125 gram tepung bumbu (aku pakai Sasa)--25 gram tepung maizena--,"1) Haluskan semua bumbu ayam lalu balurkan ke ayam (diungkep), diamkan selama 1 jam (supaya bumbu meresap)
2) Kocok telur, masukkan penyedap dan lada bubuk
3) Siapkan tepung bumbu di dalam wadah
4) Masukkan ayam yg sudah diungkep ke dalam telur, lalu ke dalam tepung bumbu
5) Goreng ayam dengan minyak panas (seluruh bagian ayam harus tercelup ke dalam minyak)
6) Fried chicken atau ayam goreng krispi, gurih dan lezat siap dihidangkan",12,https://cookpad.com/id/resep/4333683-fried-chicken-crispy,6,44,ayam,fried chicken crispy,13,"ayam , bumbu ayam , kemiri , bawang putih , ketumbar , merica , garam , bumbu tepung , telur , lada , penyedap royco ayam , tepung bumbu sasa , tepung maizena",6,6,44
1651,Ayam semur kecap,1 kg ayam--1 kg kentang--Daun bawang diiris--Tomat diiris--Jahe digeprek--Kapulaga--Pekak--Garam--Kecap manis--Haluskan:--8 siung Bawanng merah--4 siung Bawang putih--Merica--1 buah Biji pala--3 buah Cabe merah--,"1) Cuci bersih ayam dan kentang lalu beri sedikit garam. Goreng hingga matang
2) Tumis bumbu yg sdh dihaluskan, jika sdh harum masukkan ayam dan kentang, tomat iris, daun bawang, kecap manis, jahe geprek, kapulaga, pekak dan garam. Tambahkan sedikit air, Aduk pake sendok goreng agar semua bumbu merata. Lalu tutup agar bumbu meresap
3) Jika air sdh agak sat, koreksi rasa. Ayam semur kecap siap dihidangkan. Selamat mencoba",1,https://cookpad.com/id/resep/4249310-ayam-semur-kecap,9,45,ayam,ayam semur kecap,15,"ayam , kentang , daun bawang diiris , tomat diiris , jahe digeprek , kapulaga , pekak , garam , kecap manis , haluskan , bawanng merah , bawang putih , merica , pala , cabe merah",3,9,45
1652,13. Chicken Drummet Sauce Marinated,1 pack Chicken Drummet (saya beli di carefour)--Bumbu saus :--5 sdm saus tiram--4 sdm saus tomat--2 sdm kecap inggris--1 sdt kecap asin--1 sdm minyak wijen--1 sdm oregano bubuk--1 cm jahe parut--2 siung bawang merah + 1 siung bawang putih haluskan--1 cm jahe parut--1 sdt lada bubuk--,"1) Cuci bersih ayam lalu sisihkan. Saya pakai chicken drummet yg udah di pak kyk di foto ini. Bisa diganti jenis ayam lain.
2) Campur semua bumbu dalam satu wadah dan aduk2 hingga rata. Masukkan ayam yg sudah di cuci bersih. Aduk2 ayam hingga ayam benar2 terendam dengan bumbu.
3) Tutup wadah lalu simpan ayam di kulkas. Diamkan minimal 3 jam. Hingga bumbu meresap ke dlm ayam. Klo saya sampai 10 jam..hehe..pulang kerja di ungkep lalu pagi baru di masak. Makin lama makin meresap.
4) Setelah ayam di marinasi. Masukkan semua ayam dan bumbu ke dalam panci. Beri air (kira2 200 ml klo saya). Masak dengan api sedang hingga air agak surut sambil sesekali di aduk. Matikan kompor hingga bumbu tinggal sedikit atau mengental.
5) Siapkan wajan dengan minyak yg banyak sampai ayam saat di goreng terendam semua. Gunakan api sedang saja. Jika minyak sudah panas goreng ayam tanpa bumbunya. Bolak balik agar tdk gosong. Kurleb saya gorengnya 5 menit saja sampai ayam berwarna golden brown. Lalu angkat dan sajikan di piring.
6) Tuang sisa bumbu saus ayam yg td di panci ke dalam mangkuk kecil. Dan sajikan ayam dengan saus tsb. Siapp dilahapp.. Aromanya indah bgt.. Rasa sausnya meresappp bgt ke dlm ayam.. Sampe tulang2nya enak di isep2..hehe..",5,https://cookpad.com/id/resep/4332537-13-chicken-drummet-sauce-marinated,5,43,ayam,chicken drummet sauce marinated,12,"pack chicken drummet carefour , bumbu saus , saus tiram , saus tomat , kecap inggris , kecap asin , minyak wijen , oregano bubuk , jahe parut , bawang merah + bawang putih haluskan , jahe parut , lada",6,5,43
1653,Sambal Kentang Ampela Ayam pedes Gila,1/2 kg Ampla Ayam--5 Siung Bawang Merah--2 Siung Bawang Putih--10 Buah Cabe mErah besar buang bijinya--5 Cabe Rawit Setan--1 Buah Tomat Ukuran Besar--1/4 Kentang ukuran sedang--3 Lembar Daun Jeruk (saya tdk pakai krna Lupa)--1/2 Bngkus Penyedap Rasa (saya pakai Royko)--1 Sdm Gula pasir--secukupnya Minyak goreng--,"1) Pertama2 bersihkan Ampela smpi Bersih dan hilang lendir2nya
2) Rebus Ampela setengah matang lalu tiriskan
3) Haluskan Bumbu/blender smpi halus
4) Bersihkan kentang lalu potong dadu sesuai selera
5) Goreng Ampela dan Kentang setengah Garing angkat lalu tiriskan
6) Masak bumbu yg sdh dihaluskan smpai harum/smpe matang lalu masukan penyedap rasa, gula pasir, terakhr masukam kentang dan Ampela aduk sampai rata
7) Selamat mencoba",4,https://cookpad.com/id/resep/4333199-sambal-kentang-ampela-ayam-pedes-gila,2,47,ayam,sambal kentang ampela ayam pedes gila,11,"ampla ayam , bawang merah , bawang putih , cabe merah buang bijinya , cabe rawit setan , tomat , kentang , daun jeruk tdk krna lupa , bngkus penyedap royko , gula pasir , minyak goreng",7,2,47
1654,Bakso ayam kenyal untuk anak,"250 gr dada ayam--1 bawang putih goreng--2 bawang merah goreng--Es batu / air es secukupnya aja jgn terlalu lembek--secukupnya Garam--1/2 sdt baking powder--Kaldu bubuk dikit aja--Daun bawang iris""--2 sdm tepung tapioka--1 sdm tepung terigu--","1) Giling ayam td dengan blender tambahkan telur, garam dan kaldu bubuk. Hingga tercampur rata.
2) Lalu tambahkan tepung,air es dan uleni lg lalu siap di bentuk. Masak hingga mengapung
3) Dan siap dicocol pakai kecap / saus
4) Atau bs juga di simpan di frozen untuk campuran masak tumis,soup, mie goreng dan nasi goreng",37,https://cookpad.com/id/resep/4333476-bakso-ayam-kenyal-untuk-anak,7,36,ayam,bakso ayam kenyal anak,10,"dada ayam , bawang putih goreng , bawang merah goreng , es batu air es jgn lembek , garam , baking powder , kaldu bubuk dikit , daun bawang `` , tepung tapioka , tepung terigu",4,7,36
1655,Bubur Ayam Rasa Soto,"250 gram beras, cuci bersih dan rendam selama minimal 1 jam--1,5 L kuah soto (lihat resep Soto yang pernah saya share, kuah untuk memasak beras dan daging ayam suwiran untuk topping)--1 batang serai, memarkan--3 lbr daun jeruk--secukupnya Garam dan merica--Bahan pelengkap:--Ayam suwiran soto--Telur rebus--Cakwe--Kacang kedelai, rendam semalaman dan goreng. Taburi garam--Irisan daun Seledri--Irisan daun bawang--Irisan jeruk nipis--Sambal rebus--Kecap manis--Kerupuk--","1) Rebus beras bersama kuah soto. Boleh ditambahkan serai dan daun jeruk bila suka.
- Didihkan dan masak dengan api kecil hingga matang. Bumbuhi dengan garam dan merica secukupnya. Matikan api.
- Ambil bubur secukupnya dalam mangkuk. Beri topping di atas sesuai selera. Sajikan bersama sambal, jeruk nipis dan kecap secara terpisah. Bila ada sisa kuah soto, boleh disajikan di mangkuk terpisah.
Catatan:
Untuk resep kuah Soto bisa dibuka di website saya. Hari ini saya menggunakan resep Soto Ambengan.",30,https://cookpad.com/id/resep/4333507-bubur-ayam-rasa-soto,7,46,ayam,bubur ayam soto,16,"beras , rendam minimal jam , kuah soto lihat resep soto share , kuah memasak beras daging ayam suwiran topping , serai , memarkan , daun jeruk , garam merica , pelengkap , ayam suwiran soto , telur rebus , cakwe , kacang kedelai , rendam semalaman goreng taburi garam , irisan daun seledri , irisan daun bawang , irisan jeruk nipis , sambal rebus , kecap manis , kerupuk",1,7,46
1656,Worchestershire Limau Chicken,"1/2 kg pentung ayam--1 bh kentang besar, bagi 6-8 pcs--4 garlic, cacah--4 bh jeruk limau, peras airnya--1/4 bh tomat besar, ganti 2 sdm penuh saos tomat (asli g pake)--🍶 Campur :--300 ml air--6 sdm kecap manis--4 sdm kecap asin--4 sdm kecap inggris--2 sdm madu--1 sdm garam--1 sdm gula pasir, ganti gula merah lebih legit--1 sdt merica bubuk--1/2 sdt kaldu jamur--","1) Sisihkan ayam & kentang
2) Juga campuran sausnya, itu yg beku madu yaa.. disini masih minus soalnya.
3) Tumis garlic sampai harum.
4) Masukkan ayam masak hingga kecoklatan/berkulit. sisihkan keatas (sy pakai wok).
5) Masukkan tomat, masak hingga hancur.
6) Masukan cairan saus. tutup. masak hingga semua matang dan kuah menyusut. (sy pindahkan ke panci, biar ayam terendam).
7) Tambahkan kentang, masak hingga kuah mengental.
8) Kucuri limau, aduk rata.
9) Demi kepentingan dokumentasi, kita kasih hiasan.. hehe",5,https://cookpad.com/id/resep/4332635-worchestershire-limau-chicken,4,38,ayam,worchestershire limau chicken,15,"pentung ayam , kentang , bawang putih , cacah , jeruk limau , peras airnya , tomat , ganti penuh saos tomat asli pake , campur , air , kecap manis , kecap asin , kecap inggris , madu , garam , gula pasir , ganti gula merah legit , merica bubuk , kaldu jamur",9,4,38
1657,Sop kaki ayam,10 kaki ayam--2 buah wortel--2 buah kentang--3 buah tomat--1 batang daun seledri--1 batang daun bawang--secukupnya Garam--secukupnya Gula--secukupnya Kaldu bubuk--8 bawang putih--1 bawang bombay--1 sdm merica bubuk--Minyak secukupnya buat menumis--Pelengkap:--Bawang goreng--Sambal tomat--Kerupuk--Nasi--,"1) Cuci kaki ayamn hilangkan kukunya, cuci sampai bersih
2) Masukkan air kedalam panci n kaki ayam rebus kaki ayam sampai matang
3) Haluskan bawang putih n merica
4) Potong halus bawang bombay n geprek sebagian bawang putih
5) Tumis bumbu sampai harum, masukkkan bawang bombay n bawang putih aduk rata n beri air kaldu secukupnya serta masukkan kentang, wortel, tomat, daun bawang n seldri beri garam, gula n kaldu bubuk aduk rata n tes rasa
6) Tunggu sampai sop kaki ayam bener matang n angkat kedalam mangkok
7) Taburkan bawang merah kedalam sop kaki ayam yang sudah matang
8) Siap disajikan dengan nasi panas, sambal tomat n kerupuk",17,https://cookpad.com/id/resep/4333521-sop-kaki-ayam,4,50,ayam,sop kaki ayam,18,"kaki ayam , wortel , kentang , tomat , batang daun seledri , batang daun bawang , garam , gula , kaldu bubuk , bawang putih , bawang bombai , merica bubuk , minyak menumis , pelengkap , bawang goreng , sambal tomat , kerupuk , nasi",8,4,50
1658,Ayam kecap,"1 kg ayam, potong sesuai selera. Cuci bersih, lalu direbus dulu sampai matang--3 siung Bawang bombay ukuran sedang. Potong2 sesuai selera--3 buah tomat merah. Potong2--3 siung bawang putih, geprek n cincang--2 ruas jahe. Kupas, geprek--3 lembar daun salam--Daun bawang iris serong--Cabe rawit (optional. Banyak nya sesuai selera aja ya)--Kecap manis--Saus tiram--Gula n garam--Merica bubuk--Royco--","1) Tumis bawang putih cincang, bawang bombay, jahe, daun salam, cabe rawit
2) Masukkan saus tiram. Kemudian ayam yg sudah direbus td, aduk2, tambahkan merica bubuk.
3) Tuangi dengan air rebusan ayam tadi. Tambahkan gula n garam, beri kecap manis sampai warnanya coklat gelap.
4) Biarkan mendidih airnya, koreksi rasa, diamkan sejenak sampai kira2 bumbu meresap dan air mulai sedikit menyusut
5) Beri potongan tomat dan irisan daun bawang.
6) Selesai. Ayam kecap siap dihidangkan untuk keluarga tercinta",7,https://cookpad.com/id/resep/4333428-ayam-kecap,6,44,ayam,ayam kecap,13,"ayam , potong , direbus matang , bawang bombai potong , tomat merah potong , bawang putih , geprek n cincang , jahe kupas , geprek , daun salam , daun bawang serong , cabe rawit nya , kecap manis , saus tiram , gula n garam , merica bubuk , royco",6,6,44
1659,Tumis ayam saus mentega,1 dada ayam tanpa tulang--2 butir telur--1 butir bawang bombay--3 cabai merah--2 sendok makan mentega--1 sendok makan saos tiram--1 sendok makan kecap--secukupnya Garam--1 bungkus Royco ayam--secukupnya Air--5 siung bawang putih--,"1) Geprek dan cincang bawang putih sampai halus, potong bawang bombay setengah lingkaran, potong cabai sesuai selera, kocok lepas telur, lalu orak arik telur di wajan yg telah diberi minyak dan sudah dipanaskan, masukkan bawang bombay terlebih dahulu lalu bawang putih nya, tumis hingga harum
2) Potong dadu dada ayam tanpa tulang, lalu masukkan kedalam tumisan tadi, aduk rata, masukkan mentega, saos tiram, kecap, garam, royco, dan air sesuai takaran
3) Selesai",3,https://cookpad.com/id/resep/4333586-tumis-ayam-saus-mentega,7,40,ayam,tumis ayam saus mentega,11,"dada ayam tulang , telur , bawang bombai , cabai merah , mentega , saos tiram , kecap , garam , royco ayam , air , bawang putih",3,7,40
